,Category,Make_again,Rating,Summary,Title,URL,Ingredients,Directions,Tags
137,recipe,100%,0.0,,Chocolate Banana Bites,https://www.epicurious.com//recipes/food/views/chocolate-banana-bites-51262430,"2 bananas, 1/2 cup semi-sweet chocolate morsels, 1/2 cup nuts (peanuts, almonds, cashews, etc)","Chop the banana into 1-inch thick slices. Place the chocolate morsels in the microwave for about 50 seconds, until melted and smooth. Finely chop the nuts. Dip the banana slices in the the melted chocolate, then the chopped nuts, and place on a dish in the freezer for 30 minutes. Note: You can also serve these as is without freezing them!","Chocolate, Nut, Dessert, Kid-Friendly, Quick & Easy, Banana, Weelicious, Vegan, Vegetarian, Pescatarian, Dairy Free, Wheat/Gluten-Free, Soy Free, Kosher, Small Plates"
142,recipe,100%,4.0,"""Celery is the perfect vehicle for a salty, assertive dressing like this one. Chiles and peanuts make it that much more addictive."" —Alison Roman, senior associate food editor",Thai Celery Salad with Peanuts,https://www.epicurious.com//recipes/food/views/thai-celery-salad-with-peanuts-51246010,"3 tablespoons vegetable oil, 2 tablespoons fresh lime juice, 2 teaspoons fish sauce, 6 celery stalks, thinly sliced on a diagonal, 3 thinly sliced scallions, 1 thinly sliced red chile, such as Fresno, 1 cup fresh cilantro leaves with tender stems, 1/4 cup chopped roasted, salted peanuts","Whisk together 3 tablespoons vegetable oil, 2 tablespoons fresh lime juice, and 2 teaspoons fish sauce. Toss with 6 celery stalks, thinly sliced on a diagonal, 3 thinly sliced scallions, 1 thinly sliced red chile, such as Fresno, 1 cup fresh cilantro leaves with tender stems, and 1/4 cup chopped roasted, salted peanuts.","Thai, Salad, Peanut, Celery, Bon Appétit"
144,recipe,83%,4.0,"""At home I cook quick, healthy, and vegetarian,"" the chef says. Cue this soy-and-ginger-marinated tofu (no cooking required!) that tastes way better than takeout.",Marinated Tofu with Peanuts and Charred Bean Sprouts,https://www.epicurious.com//recipes/food/views/marinated-tofu-with-peanuts-and-charred-bean-sprouts-51245230,"2 14-ounce packages firm tofu, drained, sliced 1/2"" thick, 1 jalapeño, with seeds, thinly sliced, 1/2 cup reduced-sodium soy sauce, 2 tablespoons light brown sugar, 2 teaspoons grated peeled ginger, 2 teaspoons vegetable oil, 2 cups bean sprouts, divided, Kosher salt, Steamed white rice (for serving), 6 scallions, thinly sliced on a diagonal, 1/2 cup chopped salted, roasted peanuts, 1/4 cup fresh mint leaves, Lime wedges (for serving)","Place tofu on a baking sheet lined with several layers of paper towels; place several layers of paper towels on top and press gently to squeeze out liquid. Cut tofu into 3/4""-wide pieces and place in a baking dish. Whisk jalapeño, soy sauce, brown sugar, and ginger in a small bowl, pour over tofu, and toss to coat. Let sit at least 30 minutes. Just before serving, heat oil in a medium skillet over medium-high heat. Add 1 cup bean sprouts and cook, undisturbed, until charred, about 3 minutes; season with salt. Spoon tofu over rice and top with charred and raw bean sprouts, scallions, peanuts, and mint. Serve with lime wedges.","Ginger, Peanut, Tofu, Jalapeño, Bon Appétit, Pennsylvania"
146,recipe,100%,4.0,You'll never serve ice cream without candied peanuts again.,Toasted Coconut Sundaes with Candied Peanuts,https://www.epicurious.com//recipes/food/views/toasted-coconut-sundaes-with-candied-peanuts-51223870,"1/2 cup unsweetened shredded coconut, 1/2 cup granulated sugar, 1 cup unsalted, dry-roasted peanuts, 1/2 cup palm or light brown sugar, 2 cups heavy cream, divided, 2 pints coconut ice cream or sorbet, 8 butter coconut cookies (for serving)","Preheat oven to 350°F. Toast coconut on a rimmed baking sheet, tossing once, until golden, about 5 minutes; let cool. Meanwhile, bring granulated sugar and 2 tablespoons water to a boil in a large skillet over medium-high heat, stirring to dissolve sugar. Cook, swirling pan occasionally and brushing down sides as needed with a wet brush, until mixture turns a deep amber color, 10–12 minutes. Mix in peanuts; scrape onto a parchment-lined baking sheet. Let cool; chop. Heat palm sugar and 1/2 cup cream in a medium saucepan over medium heat, stirring to dissolve sugar. Transfer to a medium bowl; chill until cold. Add remaining 1 1/2 cups cream and beat to soft peaks. Divide ice cream among bowls and top with whipped cream, peanuts, and coconut. Serve with cookies.","Asian, Thai, Dessert, Southeast Asian, Coconut, Peanut, Bon Appétit, Vegetarian, Pescatarian, Tree Nut Free, Soy Free, Kosher"
147,recipe,80%,3.5,"If the idea of cooking skin-on fish makes you nervous, do this in an ovenproof nonstick pan. The skin won't get quite as crisp, but you won't have to worry about it sticking.",Chilean Sea Bass with Peanuts and Herbs,https://www.epicurious.com//recipes/food/views/chilean-sea-bass-with-peanuts-and-herbs-51209610,"2 tablespoons fresh lime juice, 1 tablespoon fish sauce (such as nam pla or nuoc nam), 1 teaspoon sugar, 4 tablespoons vegetable oil, divided, 4 6-ounce skin-on Chilean sea bass or halibut fillets, Kosher salt, 2 medium shallots, thinly sliced into rings, 1 1"" piece ginger, peeled, finely julienned, 2 scallions, thinly sliced, 2 small green Thai chiles or 1/2 jalapeño, thinly sliced into rounds, seeds removed, 2 garlic cloves, finely chopped, 1/4 cup chopped fresh mint, basil, and/or cilantro, 2 tablespoons chopped unsalted, dry-roasted peanuts, 2 tablespoons chopped fresh dill","Preheat oven to 350°F. Whisk lime juice, fish sauce, sugar, and 2 tablespoons water in a small bowl until sugar is dissolved. Set lime juice mixture aside. Heat 2 tablespoons oil in a large ovenproof skillet over medium-high heat. Season fish with salt and cook, skin side down, until skin is golden brown and crisp, 5–8 minutes. Transfer skillet to oven and roast until fish is just opaque in the center, 5–10 minutes longer, depending on thickness. Transfer fish to a plate. While fish is roasting, heat remaining 2 tablespoons oil in another large skillet over medium-high heat. Add shallots, ginger, scallions, and chiles and cook, stirring often, until beginning to brown, about 3 minutes. Add garlic and cook, stirring, until golden brown, about 30 seconds. Add reserved lime juice mixture to skillet and cook, stirring, until slightly reduced, about 1 minute. Remove from heat and mix in herbs and peanuts. Serve fish topped with sauce and dill.","Fish, Herb, Dinner, Peanut, Seafood, Bass, Bon Appétit, Pescatarian, Dairy Free, Wheat/Gluten-Free, Tree Nut Free, Soy Free"
148,recipe,100%,0.0,"You can toast nuts in the oven or in a skillet. The toasting time will vary depending on the size of the nuts. Larger nuts, such as walnuts, pecans, or almonds take longer than smaller nuts such as peanuts, pine nuts, or macadamia nuts. Once cool, store them in an airtight container.",How to Toast Nuts,https://www.epicurious.com//recipes/food/views/how-to-toast-nuts-51220040,,"Preheat the oven to 350°F (177°C). Arrange the nuts in a single layer on a baking sheet. Place in the middle rack of the oven and toast for 10 to 15 minutes, until nuts turn golden brown. Stir a few times during toasting so the nuts in the middle toast as quickly as the ones at the edges of the pan.",
149,recipe,100%,4.0,"The first cupcake Matt ever added to the Robicelli's repertoire was ""The CPB"": chocolate cake and peanut butter buttercream topped with roasted peanuts and rich chocolate ganache. Sounds awesome, right? Of course it's awesome—how the hell can you screw something like that up? Of course, we eventually tired of awesome and needed to go past that to ""mind blowing."" So we decided to roll the entire damn thing in crushed-up pretzels and pour more chocolate over the top. You're welcome.",Chocolate Peanut Butter Pretzel Cupcakes,https://www.epicurious.com//recipes/food/views/chocolate-peanut-butter-pretzel-cupcakes-51196410,"3/4 cup cocoa powder, 2/3 cup scalding-hot coffee, 2/3 cup buttermilk, 1/3 cup canola or grapeseed oil, 1 teaspoon pure vanilla extract, 1 large egg, 1 large egg yolk, 1/2 teaspoon kosher salt, 1 1/3 cups all purpose flour, 1 3/4 cups sugar, 3/4 teaspoon baking powder, 1/2 teaspoon baking soda","Preheat the oven to 350°F. Line two cupcake pans with 24 baking cups. Place the cocoa powder in the bowl of a stand mixer with the paddle attachment and pour the hot coffee over. Mix on low speed until a thick paste forms and the mixture stops steaming, about 1 minute. Increase the mixer speed to medium. In a 4-cup measuring cup, combine the buttermilk, oil, vanilla, egg, egg yolk, and salt and mix lightly with a fork, ensuring yolks are broken. Slowly pour into the mixer bowl. Stop the mixer, detach the paddle, and scrape the bottom of the bowl well to loosen any caked-on cocoa. Reattach the paddle and turn the mixer to medium, letting it run for 1 minute. Stop mixer again. Sift together the flour, sugar, baking powder, and baking soda and add to the batter. Mix on low speed til just combined. Remove the bowl and paddle and use paddle attachment to scrape down the sides of the bowl, ensuring everything is mixed. Scoop the batter into prepared baking cups, filling them two thirds of the way. Bake in the middle of the oven for 20 to 25 minutes, rotating the pans halfway through. The cupcakes are done when the centers spring back when you touch them. Remove cupcakes from oven. Let cool completely.","Chocolate, Dessert, Bake, Kid-Friendly, Birthday, Peanut Butter, Small Plates"
150,recipe,57%,3.5,"Vegan
When it comes to sweet potatoes, American cuisine needs some imagination, and these irresistible burgers are here to help. Just throw a cooked sweet potato into your trusty food processor, along with chickpeas, scallions, and spices, and buzz it into orange tastiness.
Two complementary iterations of quinoa (whole cooked grains and flour) step in to balance the sweetness—and also to hold the burgers together—while upping the protein and calcium content. Green pea polka dots round it out in every way, making this taste and color fest even more fun and interesting.
• Be sure to use the moist, orange variety of sweet potato (not the drier, starchier white type).
• Regarding the quinoa flour: Don't panic. Just get out the inexpensive electric coffee grinder that you dedicated to spice grinding, wipe it out thoroughly, and add 6 tablespoons of whole quinoa. Buzz for less than 5 seconds, and you've got your ingredient—probably slightly more than the amount you'll need for the recipe.
• If you're using fresh peas, they'll need to be steamed or blanched for about 5 minutes. Frozen ones require only to be defrosted in a strainer— a brief encounter with room-temperature tap water, then a shake to dry. Either of these steps can be done ahead.
• Begin cooking the sweet potato well ahead of time, so it can cool before you assemble the batter. This is also a good use for leftover plain mashed sweet potatoes. You'll need 2 cups.
• Toasting cumin seeds is most easily done in a small, dry skillet over low heat. Shake the pan as you go and pay careful attention. It takes only a few minutes to toast them—and a blink of an eye beyond that to irreparably burn them. You can use the same pan (and same method) to toast the peanuts, if you wish.
• If you're cooking the burgers in batches, keep the finished ones warm on a baking sheet or an ovenproof plate in a 250°F oven while you make the rest.
• These freeze and reheat beautifully after they've been cooked.",Sweet Potato–Chickpea-Quinoa Burgers,https://www.epicurious.com//recipes/food/views/sweet-potato-chickpea-quinoa-burgers-51196430,"1/3 cup quinoa, 1 medium orange sweet potato (3/4 pound), 1 1/2 cups cooked chickpeas or one 15-ounce can, rinsed and thoroughly drained, 1 heaping tablespoon finely minced fresh ginger, 1 teaspoon minced or crushed garlic, 3 scallions (whites plus light greens), cut into 1-inch pieces, 3/4 teaspoon salt, or more to taste, 2 teaspoons cumin seeds, lightly toasted, 2-3 tablespoons fresh lemon juice, or to taste, 6 tablespoons quinoa flour, 1 cup green peas (steamed fresh or defrosted frozen), 1 cup unsalted peanuts, lightly toasted (optional), Crushed red pepper, About 2 tablespoons grapeseed or high-oleic safflower oil for frying, Nonstick cooking spray","1. Combine the quinoa and 1/2 cup water in a very small saucepan with a lid. Bring to a boil, cover the pot, and lower the heat to the slowest possible simmer, with a heat diffuser, if you have one, underneath. You'll have cooked quinoa in about 20 minutes. Uncover, fluff with a fork, and set aside. 2. Meanwhile, cut the sweet potato into rounds about 1 1/2 inches thick and steam over or cook in boiling water until fork-soft, about 15 minutes. Cool until comfortable to handle. Strip off and discard the peels and transfer to a food processor. 3. Add the chickpeas, ginger, garlic, scallions, 3/4 teaspoon salt, cumin, and 2 tablespoons of the lemon juice to the sweet potato and process until reasonably blended. It doesn't need to be completely smooth. 4. Transfer the mixture to a bowl, then sprinkle in the cooked quinoa and the quinoa flour. Stir until all the quinoa disappears into the mixture. Gently fold in the green peas and peanuts, if using. Taste to see if it needs more salt or lemon juice and add a few big pinches of crushed red pepper flakes to taste. 5. Place a medium skillet over medium heat for about a minute, then add a scant 1/2 tablespoon oil and swirl to coat the pan. Heat for a little longer, until the oil is hot enough to instantly sizzle a dot of the sweet potato mixture. Turn the heat to low. 6. Use a nonstick-sprayed 1/3-cup measure to scoop-shape the batter as uniformly as possible. Carefully transfer as many burgers as will fit in a single layer to the hot, oiled pan, knocking the cup handle assertively against the side of the pan or using the back of a spoon to release the batter. Smooth the top surface with a dinner knife, so the burgers will crisp evenly, and push in the sides to help them keep their shape as they cook. 7. Cook over low heat for 8 to 10 minutes, or until golden brown on the bottom. (Longer cooking is OK—just not hotter. The sugar content of sweet potatoes causes them to burn easily at higher temperatures.) Use a small spatula with a thin blade to carefully loosen each burger and flip it over, adding more oil as needed and pushing the burgers back into shape if they slump or break. 8. Cook on the second side for 8 to 10 minutes, or until the bottoms are nicely browned. Continue to cook in batches until all the batter has been used. Serve hot or warm.","Vegetable, Vegetarian, Dinner, Quinoa, Root Vegetable, Sweet Potato/Yam, Vegan, Party, Advance Prep Required, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, No Sugar Added, Kosher"
151,recipe,100%,4.0,"Boiled peanuts, perhaps more than any other Southern snack, inspire a kind of intense cultural loyalty, one that crosses all lines of class and race. That may be why we missed them so when we moved away from Charleston to colleges in Massachusetts, and it's why, when we began to sell Southern foods by mail order after college (our liberal arts degrees be damned), we used the boiled peanut as the keystone in our little mail-order foods catalogue, which we named ""The Lee Bros. Boiled Peanuts Catalogue"" (boiledpeanuts.com). Boiled peanuts are associated with the outdoors, and can be purchased in the Charleston area by the side of the road from vendors set up in vacant lots and sandy strips on the way to the beach, adjacent to the ballpark, or at fairgrounds. They are prepared in homes as well, but rarely seen in a restaurant setting (with a few exceptions these days: Hubee-D's, Hominy Grill, The Bar at Husk, and The Wreck).
Like the ungainly name, the damp boiled peanut itself presents a few obstacles to universal enjoyment. Not everyone likes their distinctive grassy flavor or the clammy wetness on the fingers as one picks them apart—and they achieve some exclusivity by being challenging in that respect. Judged on flavor alone, with an open mind, they are divine. And the smell of peanuts boiling is, to us, part of the pleasure of the process. Our grandmother's landlady, the late Elizabeth Jenkins Young, once remarked to us (in her sonorous variant of the Charleston accent, with a sea island cadence from an upbringing on Edisto Island) that the smell of our peanuts boiling on Gran's stove reminded her of a ""sweet potato gone sour."" Not that she didn't like them; she proudly displayed her I BRAKE FOR BOILED PEANUTS bumper sticker in the back window of the blue VW Rabbit she won at the 1983 Spoleto Festival auction. But the earthy quality of the peanut, which grows underground and is full of minerals, and the sweetness of it, does in fact suggest the basic character of a sweet potato.
When peanuts are freshly dug, and refrigerated like a fresh vegetable rather than dried, they are called ""green"" peanuts; and these, when available (usually in the summer months and into the fall), are worth seeking out for their extra tenderness—cut about 4 hours off the boiling time below—and subtlety of flavor. Some green peanuts will be slightly immature, and like a soft-shell crab, may be eaten whole, shell and all.",Boiled Peanuts,https://www.epicurious.com//recipes/food/views/boiled-peanuts-51156810,"1 1/2 cups salt, plus more to taste, 2 pounds raw peanuts in the shell, or 3 pounds green peanuts","1 In a 10- to 12-quart stockpot, stir 1/2 cup salt into 2 gallons of water until the salt dissolves, and add the raw peanuts. Use a large dinner plate or two to help submerge the floating peanuts. Allow to soak for 8 hours or overnight. (This step saves a little time boiling, and thus fuel, but if you don't have the luxury of time, skip this step. Skip it also if you're using green peanuts.) 2 Drain the soaking water and fill the pot of peanuts with 2 gallons of fresh water and the remaining cup of salt. Note the level of the water on the side of the pot. Bring to a boil, reduce the heat to low, and simmer, covered, for 6 to 8 hours (or 2 to 3 hours for green peanuts), keeping the water in the pot within an inch or so of its original level with regular additions of water, until the peanuts are soft as a roasted chestnut or softer. 3 When the peanuts have boiled for 3 hours (or 1 hour for green peanuts), sample them to check their texture and salinity. Remove a peanut, and when it is cool enough to handle, crack open the shell and give the kernel a chew, slurping some brine with it. If the peanut crunches, it should be cooked further. If the brine lacks enough salt, add by 1/4-cup amounts; if it is too salty, remove a portion of the water and replace with the same volume of fresh water. Allow an hour for the salinity to equalize before testing again. Sample every hour until the peanuts are pleasantly yielding and as salty and appetizing as a good pickle. 4 When the peanuts are cooked to your satisfaction, turn off the heat and allow them to cool in the pot for an hour (or 30 minutes for green peanuts). When cool enough to handle, drain and eat immediately or store in the shell, in a sealed container, in the refrigerator or freezer. (Boiled peanuts will keep for 7 to 10 days in the refrigerator and for several months in the freezer.)","Southern, Peanut, Boil"
152,recipe,0%,4.0,"When adding the caramel to the popcorn and peanuts, work quickly and thoroughly to coat the other ingredients before it hardens.",Popcorn Crunch Sundae,https://www.epicurious.com//recipes/food/views/popcorn-crunch-sundae-51160810,"6 tablespoons unsalted butter, cut into 1/2"" pieces, plus more for pan, 3 cups popped popcorn, 1/2 cup salted roasted peanuts, 3/4 cup sugar, 2 tablespoons light corn syrup","Coat a rimmed baking sheet with butter; set aside. Combine popcorn and peanuts in a large mixing bowl. Bring sugar, corn syrup, and 2 tablespoons water to boil in a medium saucepan, stirring to dissolve sugar. Add 6 tablespoons butter and stir until melted. Continue cooking, stirring often, until caramel is a deep amber color, 10-12 minutes. Working quickly, pour caramel over popcorn and peanuts and, using a heatproof spatula, mix to coat. Transfer to prepared baking sheet and let cool completely. Break into pieces.","Chocolate, Dessert, Frozen Dessert, Peanut, Bon Appétit, Vegetarian, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, Kosher"
153,recipe,79%,3.5,"This may be the most sought-after cookie recipe in the book, the cookie that makes it into Seattle Metropolitan magazine's food lover's guide year after year. Once, when director, screenwriter (When Harry Met Sally), and novelist Nora Ephron was in town, she stopped by the dahlia Bakery and bought a few of these cookies. Later she e-mailed me, saying this was her all-time favorite and asked for the recipe. Naturally, I sent it to Nora along with a big package of cookies. When I asked Nora if I could name the cookie after her in my cookbook, she said, ""Are you kidding me? This may be the greatest cookie ever ever ever.""
A sandwich cookie takes more effort than a drop cookie, because you have to make both cookies and filling. In addition, this recipe involves a chilling step and requires the cookies to be double-panned. But the results are worth it for the best-textured peanut butter cookie with the creamiest peanut filling.
After arranging the scoops of cookie batter on a baking sheet, slip another baking sheet underneath to double-pan so the cookies bake more slowly and evenly. Since you can bake only eight cookies per baking sheet, and the cookies must be double-panned, you'll have to bake them in batches. Be sure to let the baking sheets cool thoroughly before reusing them.
We use two different peanut butters in this recipe. Skippy creamy peanut butter makes the filling smooth and creamy. Adams crunchy peanut butter, which like other natural peanut butters must be well mixed before using to incorporate the oil, has just the right almost-runny consistency and crunchy bits of peanuts to give the cookies the perfect texture. To re-create our peanut butter sandwich cookies, we suggest you use the same or similar brands. We prefer moist brown sugar from a resealable plastic bag rather than from a box.
This recipe requires a 2-hour or longer chill of the shaped cookie dough, so plan accordingly.
The amount of salt in the filling is a perfect balance to the creamy peanut butter, but if you are substituting table salt for the kosher salt called for in the recipe, be sure to cut the amount in half.
This recipe was inspired by the Bouchon Bakery.","Peanut Butter Sandwich Cookies, aka ""The Nora Ephron""",https://www.epicurious.com//recipes/food/views/peanut-butter-sandwich-cookies-aka-the-nora-ephron-51129000,"electric Mixer, 1-ounce ice Cream scoop (optional but recommended for the most uniform cookie sandwiches)","1. To make the peanut butter filling, combine all the filling ingredients in a bowl using a whisk. Cover and chill the mixture until you are ready to fill the cookies. 2. To make the peanut butter cookies, in a bowl, sift together the flour, baking soda, and baking powder. Stir in the oats and salt. Set the dry ingredients aside. 3. In the bowl of an electric mixer with the paddle attachment, combine the butter, chunky peanut butter, and sugars and cream on medium-high speed until very fluffy and pale, at least 3 minutes, scraping down the mixing bowl as needed. 4. Turn the mixer to medium-low and add the eggs, one at a time, beating to incorporate each egg and scraping down the bowl as needed. Beat in the vanilla extract. Add the dry ingredients on low speed in 3 to 4 additions and mix until just combined. Do not overmix. Remove the bowl from the mixer and scrape down the bowl with a rubber spatula, going all the way to the bottom of the bowl to mix in the dry ingredients well. 5. Use an ice cream scoop to portion all the cookies in 1-ounce scoops (or use about 1 heaping tablespoon per cookie), placing the scoops on a parchment lined baking sheet. You should have about 48 cookies. (You can place all the cookies close together for the chilling step—you will space them for baking later.) Chill the scooped cookies for at least 2 hours or longer. 6. When you are ready to bake the cookies, preheat the oven to 375°F. Arrange 8 cookies, spaced evenly apart and staggered, on each parchment-lined baking sheet. (Note: Do not flatten the cookies; they will flatten as they bake.) Set the baking sheet inside another baking sheet to double pan and place it in the oven. Bake until evenly golden, about 12 minutes, rotating the pan halfway through the cooking time. If you have 2 double-panned pans in the oven at the same time, also switch them between the racks. Remove the pan from the oven and cool on a wire rack for about 10 minutes before removing the cookies with a metal spatula. Allow the cookies to cool completely before filling them. 7. To make a cookie sandwich, turn one cookie flat side up and spread with a little less than 2 teaspoons of filling. (If you have a 1-ounce scoop, you can slightly underfill it to portion the filling or underfill a tablespoon.) Top with another cookie, flat side down, pressing gently. Repeat until all the cookies are assembled into sandwiches.","Cookies, Dessert, Bake, Kid-Friendly, Back to School, Chill, Peanut Butter, Advance Prep Required, Kidney Friendly, Vegetarian, Pescatarian, Tree Nut Free, Soy Free, Kosher, Small Plates"
154,recipe,67%,3.5,"""It's not meant to be super sweet,"" Reusing says of this delicious, silken ice cream. ""It's a fun way to taste corn."" And using coconut milk in the base means there's no need to make a custard.",Coconut-Corn Ice Cream with Brown-Sugar Syrup and Peanuts,https://www.epicurious.com//recipes/food/views/coconut-corn-ice-cream-with-brown-sugar-syrup-and-peanuts-51108100,"2 teaspoons coriander seeds, 1 cup (packed) dark brown sugar, 1/2 teaspoons whole black peppercorns, Kosher salt","Toast coriander seeds in a small dry skillet over medium heat, stirring often, until fragrant, 1-2 minutes. Transfer to a cutting board; crush with the bottom of a small pan or with a mortar and pestle. Stir sugar and 1/3 cup water in a small saucepan over medium-low heat until sugar dissolves. Add coriander and peppercorns; season with salt. Bring to a simmer over medium heat. Simmer, swirling pan occasionally and brushing down sides with a wet pastry brush, until slightly thickened, about 5 minutes. Let cool. Strain; cover and chill for up to 1 month.","Ice Cream Machine, Nut, Dessert, Freeze/Chill, Vegetarian, High Fiber, Frozen Dessert, Coconut, Peanut, Corn, Summer, Low Cholesterol, Bon Appétit, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, Kosher"
155,recipe,93%,3.5,"Fruit is a welcome addition to savory grain salads. Here, mangoes and oranges add color and sweetness to the deep-purple hue of black rice. It's delicious with grilled fish.",Black Rice Salad with Mango and Peanuts,https://www.epicurious.com//recipes/food/views/black-rice-salad-with-mango-and-peanuts-395891,"2 oranges, 1/4 cup (or more) fresh lime juice, 2 tablespoons vegetable oil, 1 tablespoon fish sauce (such as nam pla or nuoc nam; optional), 2 cups black rice (preferably Lotus Foods Forbidden Rice), Kosher salt, 2 just-ripe mangoes, peeled, pitted, cut into 1/2"" dice, 1 cup fresh cilantro leaves, 1 cup finely chopped red onion (about 1/2 large onion), 1/2 cup unsalted, dry-roasted peanuts, 6 scallions, thinly sliced, 2 jalapeños, seeded, minced","Remove peel and white pith from oranges. Working over a medium bowl to catch juices and using a small sharp knife, cut between membranes to release orange segments into bowl. Squeeze membranes over bowl to release any juices. Strain juices through a fine-mesh sieve into a small bowl; reserve orange segments. Add 1/4 cup lime juice, oil, and fish sauce (if using) to bowl with orange juice; whisk to blend. Set dressing aside. Bring rice and 2 3/4 cups water to a boil in a large saucepan. Season lightly with salt. Cover, reduce heat to low, and simmer until all liquid is absorbed and rice is tender, about 25 minutes. Remove pan from heat and let stand, covered, for 15 minutes. Spread out rice on a rimmed baking sheet, drizzle with dressing, and season lightly with salt; let cool. Place mangoes and remaining ingredients in a large bowl. Add rice and toss gently to combine. Season lightly with salt and more lime juice, if desired.",
156,recipe,0%,2.0,"Editor's note: Use this Peanut Brittle to make Bi-Rite's Malted Vanilla Ice Cream with Peanut Brittle and Milk Chocolate Pieces.
Cooling Time: 1 hour
Shelf Life: Up to 2 weeks
Peanut brittle is truly an indispensible ingredient for us at Bi-Rite Creamery. We break it into large pieces and sell it as candy around the holidays, but we also chop it finely and use it year round in ice cream and buttercream frostings. It can be used to add a little extra sweetness and crunch to just about any baking recipe. It is important to use raw peanuts in this recipe; toasted nuts will overcook during the candymaking process.",Peanut Brittle,https://www.epicurious.com//recipes/food/views/peanut-brittle-51100410,"Nonstick cooking spray (optional), 1 cup sugar, 1/2 cup water, 1/2 cup tapioca syrup or corn syrup, 1/4 teaspoon kosher salt, 1 1/2 cups raw shelled peanuts, papery skins removed if necessary, 1/8 teaspoon baking soda, 1 1/2 teaspoons unsalted butter","1. Line a large rimmed baking sheet with parchment paper or a nonstick mat, or spray with nonstick spray. Set aside. 2. Combine the sugar, water, tapioca syrup, and salt in a small, heavy nonreactive saucepan and attach a candy thermometer. Put the pan over medium heat and cook without stirring until the mixture reaches 280°F, also known as the ""soft crack"" stage, 20 to 25 minutes. TIP : Don't walk away from the pan, especially once it reaches around 250°F, when the mixture becomes more likely to burn. 3. Remove the thermometer. Stir in the peanuts and continue to stir frequently as the peanuts toast and the syrup browns. When the peanuts are toasted and a golden color and the syrup is a mahogany brown (about 5 minutes longer), remove from the heat. Carefully stir in the baking soda and, once the mixture is blended, stir in the butter. 4. Pour onto the prepared baking sheet and use a heatproof spatula to spread the peanuts in a single even layer about 1/4 inch thick. (Work quickly before the brittle hardens, but be careful—it's extremely hot!) 5. Let cool to room temperature, about 1 hour. If the top of the brittle looks or feels a little greasy, just blot it with a paper towel. Once cool, break into chunks or chop into 1/8- to 1/4-inch pieces and store in an airtight container.","Candy, Dessert, Peanut, Edible Gift, Candy Thermometer, Kidney Friendly, Vegetarian, Pescatarian, Wheat/Gluten-Free, Tree Nut Free, Soy Free, Kosher"
157,recipe,75%,3.0,"Traditional Asian meals tend to be full of veggies, and this one won't disappoint. Also, peanuts provide protein and off-the-chart levels of resveratrol, the same heart-smart compound found in red wine.",Hot-and-Sour Peanutty Noodles with Bok Choy,https://www.epicurious.com//recipes/food/views/hot-and-sour-peanutty-noodles-with-bok-choy-395096,"8 ounces whole-wheat spaghetti, 2 1/4 teaspoons kosher salt, divided, 1 tablespoon canola or sunflower oil, 1 large shallot, sliced, 1 piece (about 1 inch) ginger, peeled and finely chopped, 1 pound baby bok choy, leaves and stems separated, roughly chopped, 1 red bell pepper, sliced, 3/4 cup low-sodium vegetable stock or water, 2 tablespoons low-sodium soy sauce, 1 tablespoon dark sesame oil, 1 tablespoon rice vinegar, 1/2 cup chopped unsalted roasted peanuts, 1/4 teaspoon red pepper flakes (or more to taste)","Cook pasta as directed on package with 2 teaspoons salt until just tender. Drain and rinse pasta with cool water. In a large nonstick skillet, heat canola oil over medium-high heat. Cook shallot and ginger, stirring, until just brown, 1 minute. Add bok choy stems, bell pepper and remaining 1/4 teaspoon salt. Cook, stirring frequently, until peppers are crisp-tender, 1 to 2 minutes. Transfer contents of skillet to a plate. To same skillet, add bok choy leaves, stock, soy sauce, sesame oil and vinegar. Cook, stirring, until leaves are soft and bright green, 1 to 2 minutes. Add bell pepper mixture, pasta, peanuts and pepper flakes to pan. Toss to combine; serve.","Ginger, Leafy Green, Nut, Pasta, Vegetarian, Dinner, Peanut, Healthy, Vegan, Bok Choy, Noodle, Soy Sauce, Self, Pescatarian, Tree Nut Free, No Sugar Added, Kosher"
